f,t,person,dist,face_ok,face_vis,posture,torso,hd,p_score,p_conf,ear,ear_c,perc,p_dev,r_dev,disp,still,score,mode,state
407,35.68,True,0.9,True,True,UPRIGHT,0.2,-0.219,0.001,0.6,0.3474,0.56,3.6,239.5,54.7,0.0,0.7,0.207,full,ACTIVE
408,35.74,True,0.9,True,True,UPRIGHT,0.2,-0.222,0.001,0.6,0.3448,0.56,3.5,271.9,54.9,0.00516,0.7,0.208,full,ACTIVE
409,35.82,True,0.9,True,True,UPRIGHT,0.2,-0.222,0.001,0.6,0.3434,0.58,3.5,294.2,54.9,0.0,0.8,0.207,full,ACTIVE
410,35.89,True,0.9,True,True,UPRIGHT,0.2,-0.222,0.001,0.6,0.3387,0.71,3.5,309.9,54.9,0.0,0.9,0.196,full,ACTIVE
411,35.95,True,0.93,True,True,UPRIGHT,0.2,-0.227,0.001,0.6,0.342,0.6,3.5,321.1,54.8,0.01027,0.0,0.2,full,ACTIVE
412,36.01,True,0.93,True,True,UPRIGHT,0.2,-0.227,0.001,0.6,0.3389,0.49,3.4,329.2,54.9,0.0,0.0,0.21,full,ACTIVE
413,36.08,True,0.93,True,True,UPRIGHT,0.2,-0.227,0.001,0.6,0.3295,0.57,3.4,334.9,54.7,0.0,0.1,0.203,full,ACTIVE
414,36.14,True,0.93,True,True,UPRIGHT,0.3,-0.227,0.002,0.6,0.3055,0.94,3.4,338.3,54.5,0.01013,0.0,0.175,full,ACTIVE
415,36.22,True,0.93,True,True,UPRIGHT,0.3,-0.227,0.002,0.6,0.2852,0.93,3.4,341.0,54.5,0.0,0.0,0.176,full,ACTIVE
416,36.29,True,0.93,True,True,UPRIGHT,0.3,-0.227,0.002,0.6,0.2465,1.0,3.4,342.8,54.5,0.0,0.1,0.172,full,ACTIVE
417,36.35,True,0.99,True,True,UPRIGHT,0.5,-0.223,0.003,0.6,0.207,1.0,3.4,344.2,54.5,0.01347,0.0,0.271,full,ACTIVE
418,36.42,True,0.99,True,True,UPRIGHT,0.5,-0.223,0.003,0.6,0.1849,1.0,3.3,345.5,54.7,0.0,0.0,0.361,full,ACTIVE
419,36.48,True,0.99,True,True,UPRIGHT,0.5,-0.223,0.003,0.6,0.186,1.0,3.3,239.0,55.2,0.0,0.1,0.357,full,ACTIVE
420,36.54,True,0.95,True,True,UPRIGHT,0.5,-0.213,0.004,0.6,0.1802,1.0,3.3,166.1,3.5,0.01146,0.0,0.38,full,ACTIVE
421,36.61,True,0.95,True,True,UPRIGHT,0.5,-0.213,0.004,0.6,0.1921,1.0,3.3,115.1,32.8,0.0,0.0,0.331,full,ACTIVE
422,36.69,True,0.95,True,True,UPRIGHT,0.5,-0.213,0.004,0.6,0.207,1.0,3.3,79.7,57.9,0.0,0.1,0.271,full,ACTIVE
423,36.75,True,0.94,True,True,UPRIGHT,0.5,-0.209,0.004,0.6,0.2089,1.0,3.2,55.1,75.2,0.00669,0.1,0.264,full,ACTIVE
424,36.81,True,0.94,True,True,UPRIGHT,0.5,-0.209,0.004,0.6,0.206,1.0,3.2,38.5,87.0,0.0,0.2,0.276,full,ACTIVE
425,36.88,True,0.94,True,True,UPRIGHT,0.5,-0.209,0.004,0.6,0.2108,1.0,3.2,24.9,43.3,0.0,0.3,0.256,full,ACTIVE
426,36.95,True,0.8,True,True,UPRIGHT,0.4,-0.218,0.003,0.6,0.2219,0.94,3.2,17.3,64.6,0.01845,0.0,0.212,full,ACTIVE
427,37.01,True,0.8,True,True,UPRIGHT,0.4,-0.218,0.003,0.6,0.233,0.91,3.2,9.9,27.7,0.0,0.0,0.143,full,ACTIVE
428,37.07,True,0.8,True,True,UPRIGHT,0.4,-0.218,0.003,0.6,0.245,1.0,3.2,4.8,1.9,0.0,0.1,0.035,full,ACTIVE
429,37.15,True,0.96,True,True,UPRIGHT,0.5,-0.219,0.003,0.6,0.2562,0.79,3.1,1.2,16.0,0.00992,0.0,0.091,full,ACTIVE
430,37.22,True,0.96,True,True,UPRIGHT,0.5,-0.219,0.003,0.6,0.2602,0.77,3.1,1.0,23.2,0.0,0.0,0.127,full,ACTIVE
431,37.28,True,0.96,True,True,UPRIGHT,0.5,-0.219,0.003,0.6,0.2594,0.78,3.1,0.6,50.8,0.0,0.1,0.186,full,ACTIVE
432,37.35,True,0.83,True,True,UPRIGHT,0.5,-0.215,0.003,0.6,0.265,0.9,3.1,1.7,18.5,0.00772,0.1,0.1,full,ACTIVE
433,37.41,True,0.83,True,True,UPRIGHT,0.5,-0.215,0.003,0.6,0.2747,1.0,3.1,3.3,3.9,0.0,0.2,0.032,full,ACTIVE
434,37.47,True,0.83,True,True,UPRIGHT,0.5,-0.215,0.003,0.6,0.283,1.0,3.1,4.4,19.2,0.0,0.3,0.101,full,ACTIVE
435,37.54,True,0.89,True,True,UPRIGHT,0.4,-0.216,0.003,0.6,0.2919,1.0,3.0,5.5,29.5,0.0085,0.0,0.146,full,ACTIVE
436,37.62,True,0.89,True,True,UPRIGHT,0.4,-0.216,0.003,0.6,0.3017,1.0,3.0,6.0,36.8,0.0,0.0,0.171,full,ACTIVE
437,37.68,True,0.89,True,True,UPRIGHT,0.4,-0.216,0.003,0.6,0.3069,1.0,3.0,6.3,41.9,0.0,0.1,0.171,full,ACTIVE
438,37.74,True,0.96,True,True,UPRIGHT,0.3,-0.222,0.002,0.6,0.3136,1.0,3.0,6.2,45.5,0.00659,0.1,0.171,full,ACTIVE
439,37.81,True,0.96,True,True,UPRIGHT,0.3,-0.222,0.002,0.6,0.3186,1.0,3.0,6.3,47.9,0.0,0.2,0.171,full,ACTIVE
440,37.87,True,0.96,True,True,UPRIGHT,0.3,-0.222,0.002,0.6,0.325,1.0,3.0,6.4,49.7,0.0,0.3,0.171,full,ACTIVE
441,37.94,True,0.8,True,True,UPRIGHT,0.4,-0.224,0.003,0.6,0.3309,1.0,3.0,6.8,51.0,0.00805,0.0,0.17,full,ACTIVE
442,38.0,True,0.8,True,True,UPRIGHT,0.4,-0.224,0.003,0.6,0.3273,1.0,2.9,7.3,106.7,0.0,0.0,0.17,full,ACTIVE
443,38.08,True,0.8,True,True,UPRIGHT,0.4,-0.224,0.003,0.6,0.321,1.0,2.9,7.4,146.0,0.0,0.1,0.171,full,ACTIVE
444,38.14,True,0.83,True,True,UPRIGHT,0.5,-0.217,0.003,0.59,0.3088,1.0,2.9,6.8,66.4,0.01544,0.0,0.17,full,ACTIVE
